"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"66	""PB424 lrdm1 corrected flipped_bw.txt""	6.64212	""R""	0.61992	0	0	0.51211	0.00041	-0.00334	-0.00333	-0.00004	0.02233	0.00533	0.00741	0.01308	0.00049	0.00303	0.00858	-0.00103	0.00297	0.00166	-0.00679	0.00443	0.00084	0.00278	-0.00484	0.00017	-0.0001	-0.00046	0.00274	-0.0001	0.00126	-0.00063	-0.00021	-0.00076	-0.00026	0.00065	-0.0012	0.00027	0.00076	-0.00036	0.00021	0.00041	-0.00018	-0.00011	0.00031	-0.00024	0.00073	-0.00011	0.00002	-0.00019	-0.00038	0.00013	0.00003	0.00043	0.00058	-0.0001	-0.00006	0.00025	-0.00015	0.00006	-0.00016	-0.00069	0.00005	-0.00025	0.00001	0.0005	0.00013	0.00003	0.00003	0.00029	-0.00019	0.00011	0.00033	-0.00013	-0.00021	-0.00005	-0.00009	0.00018	0.00005	0.00011	-0.00024	-0.00019	-0.00011	0.00011	0.00023	-0.0002	0.00014	-0.00018	-0.00019	0.00008	-0.00005	0.00015	-0.00013	0.0001	-0.00001	-0.00027	0	0.00006	-0.00009	-0.00002	-0.00002	0.00001	0.00006	-0.00015	0.00012	-0.00011	-0.00016	0.00003	0.00002	0.00004	0.00005	-0.00014	-0.00009	0.00012	-0.00001	0.00003	-0.00001	-0.00019	-0.00001	-0.00017	0.00005	-0.00003	-0.00001	-0.00001	-0.00006	0.0002	0.00001	-0.00003	0.00011	-0.00001	-0.00009	-0.00004	0.00003	-0.00006	0.00002	-0.00005	-0.00011	0	-0.00001	0.00001	0.00003	-0.00004	0.00001	-0.0001	-0.00002	0.00002	0.00002	0.00004	0.00005	0.00001	-0.00003	-0.00008	0.00005	0.00001	0.00001	0.00004	-0.00004	0.00002	0.00001	-0.00001	0.00003	-0.00006	-0.00002	0	-0.00001	0.00002	0.00001	-0.00002	-0.00005	0.00005	0.00001	-0.00001	-0.00002	-0.00005	-0.00005	-0.00005	0	0.00003	0.00004	-0.00003	0	0	-0.00002	-0.00002	0.00001	-0.00008	0.00003	-0.00003	0.00002	0	0.00002	0	0.00003	0.00002	0.00001	0	0.00001	0.00002	-0.00002	0.00003	0.00002	0.00005"
"67	""PB452 lldm1 corrected_bw.txt""	7.30854	""R""	0.61929	0	0	0.51291	-0.00502	-0.00343	-0.00597	0.00878	0.02158	0.00684	0.00791	0.01144	-0.00337	-0.00026	0.00675	-0.00288	0.0065	0.0046	-0.00433	0.00003	-0.00136	0.00211	-0.00153	-0.00028	0.00272	-0.00015	-0.00216	0.00323	0.00058	0.0017	0.0018	-0.00192	0.00053	-0.00123	0.00027	-0.00052	0.00087	0.00116	-0.00171	0.00063	0.00038	0.00015	0.00108	0.0005	0.00011	0.00006	0.00006	0.00034	0.00012	0.00055	-0.00009	0	-0.00027	0.00003	-0.00028	0.00009	0.00007	0.0003	-0.00019	0.00007	-0.00018	-0.00001	0.00009	-0.00005	0.00006	-0.00005	-0.00027	-0.00006	-0.00008	0.00002	-0.00004	-0.00006	-0.00011	-0.00004	0.00015	0.00024	0.00001	-0.00001	0.00003	-0.00007	-0.00019	-0.00009	-0.00022	-0.00009	-0.00001	0.00001	-0.00002	0.00006	-0.00009	-0.0001	0.00014	0	0.00002	-0.00003	-0.00003	-0.00006	0.00005	-0.00006	-0.00007	-0.00019	0.00002	-0.00006	-0.00001	0.00001	0.00013	-0.00009	0.00004	0.00005	-0.00002	-0.00001	0.00006	0.00002	0.00007	-0.00004	0.00007	0.00001	0	0.00008	0.00006	-0.00003	0.00001	0.00008	0.00012	0.00006	0.00003	0.00008	-0.00006	0.00002	-0.00007	0.0001	-0.00008	0.00004	-0.00003	-0.00009	-0.00014	0.00006	-0.00001	0.00004	0	-0.00011	-0.00004	-0.0001	0.00011	-0.00007	0.00006	0	-0.00007	0.00002	0	0.00002	0.00004	0.00001	0.00005	-0.00003	0.00003	-0.00003	0.00003	0.00003	-0.00003	-0.00005	0.00002	-0.00001	0	0.00006	0.00006	-0.00002	-0.00003	0.00001	-0.00001	0.00003	0.00004	-0.00003	0.00002	-0.00005	-0.00002	0.00003	0.00003	0.00006	-0.00002	-0.00002	-0.00001	-0.00002	0.00004	0	0.00007	0.00001	-0.00004	-0.00005	-0.00001	0	-0.00001	-0.00001	0.00005	-0.00001	0.00001	0.00006	0.00005	0.00003	0.00004	-0.00005"
"68	""PB473 lrdm1 flipped_bw.txt""	7.55327	""R""	0.62218	0	0	0.51008	-0.00419	0.00003	-0.00324	0.00595	0.02044	0.00927	0.01457	0.01827	-0.00075	0.00231	0.00549	-0.00695	-0.00079	0.00764	-0.00659	0.00434	0.00118	0.00237	-0.00305	0.00299	0.00063	0.00226	0.00036	-0.0048	-0.00076	0.00015	0.00078	-0.00053	0.00112	0.00104	-0.00178	0.00226	-0.00015	0.00126	0.00052	-0.00013	0	0.0003	0.00102	-0.00095	-0.00038	0.00021	-0.00149	0.00024	0.00054	0.00082	-0.00036	0.0001	0.00027	-0.00013	0.00069	-0.00093	0.0001	-0.00006	-0.00063	0.00033	0.00022	-0.00006	-0.00051	0.00052	0.00004	-0.00002	0.00031	-0.00027	0	-0.00037	0.00017	-0.00012	0.00019	-0.00004	-0.00024	-0.00011	-0.00012	0.00016	0.00029	0.00023	0.00022	-0.00008	0.00001	0.0001	-0.00007	0	-0.00032	-0.00026	0.00013	-0.00005	0.00003	-0.00007	0.0001	-0.00004	0.00008	0.00005	0.0001	-0.00003	-0.00001	0.00014	0.00003	0.00012	0.00017	-0.00003	-0.00009	0.00004	0	0.00011	0.00018	0.00008	-0.00015	-0.00013	0.00001	-0.00001	-0.00008	-0.00018	0.00005	0.00002	-0.00002	0.00025	0.00009	-0.00006	-0.00001	0.00004	-0.00003	-0.00003	-0.00003	-0.00011	0.00003	-0.00006	0.00003	-0.00001	0	-0.00002	0.00002	0.00003	0.00003	0.00003	0.00006	0.00005	0	0	-0.00002	-0.00005	-0.00001	0.00006	-0.00001	-0.00003	0.00002	0	0.00003	0.00005	0.00004	0.00005	-0.00001	-0.00002	-0.00001	0.00003	0.00003	0.00002	0.00002	-0.00002	-0.00006	0.00004	0	0.00001	-0.00008	-0.00005	-0.00006	-0.00008	-0.00004	0.00007	-0.00001	-0.00003	0.00002	0.00005	-0.00004	-0.00002	0.0001	-0.00008	-0.00002	0.00001	0.00002	-0.00002	0.00001	0.00001	-0.00005	0	0.00002	0.00003	0.00001	-0.00005	0.00001	-0.00006	-0.00006	0.00002	0.00005	0.00001	-0.00002	0"
"69	""PB492 lrdm1 flipped_bw.txt""	6.36857	""R""	0.61779	0	0	0.5145	-0.00725	-0.01349	-0.01629	0.00711	0.01533	0.01146	0.02201	0.02143	-0.00364	-0.00731	0.00909	-0.00009	0.00046	0.0106	-0.01128	0.00034	-0.00103	0.0029	0.00069	-0.00103	0.00108	0.0041	0.00117	-0.00292	0.00083	0.0016	-0.0006	-0.00203	-0.00017	0.00142	-0.00157	0.00101	0.00091	-0.0007	-0.00051	0.00218	0.00052	-0.00002	0.0002	0.00005	0.00059	-0.00106	-0.00055	-0.00033	0.00058	0.00091	-0.00024	-0.00056	-0.0002	0.00032	0.00088	0.00015	-0.00009	0.00048	0.00001	0.00008	-0.00031	-0.00006	-0.00021	-0.00011	-0.00019	-0.00035	-0.00022	0.00031	0.00047	-0.00069	-0.00049	0.00011	0.00046	-0.00011	-0.00029	-0.00033	0.00021	-0.00011	0.00059	0.00011	0.00025	0.00012	0.00028	-0.00023	-0.00042	0.00018	0	0.00002	-0.0003	-0.00026	-0.00009	0.00062	-0.00023	-0.00021	-0.00004	0.00015	-0.0001	-0.00036	-0.00018	-0.00015	0.00014	-0.00003	-0.00008	-0.0003	0.00014	0.0001	0.00018	-0.00034	0.00002	0.00028	0.00026	-0.00003	-0.00012	0.00021	0.00022	0.00025	-0.00027	0.00011	0	0.00034	-0.00015	-0.00002	-0.0002	0.00013	-0.00009	-0.00008	-0.0003	-0.00014	0.00012	0.00001	-0.00011	-0.00024	0.0001	0.00015	0.00025	-0.00025	0.00011	0.00017	0.00023	-0.0001	0	0.00019	0.00007	0.00013	-0.00007	0.00007	-0.00003	0.00029	-0.00002	-0.00009	-0.00026	0.00015	0.00002	-0.00007	-0.00022	-0.0001	0.00007	-0.00012	0.00001	-0.00022	0.00015	0.00005	0.00017	-0.00021	0.00002	0.0001	0.00025	0.00006	-0.00004	0.00007	0.00006	0.00027	-0.0001	0	-0.00016	0.00015	-0.00014	-0.00009	-0.00024	0.00005	-0.00003	-0.00016	-0.00016	-0.00009	0.00003	-0.00012	-0.00001	-0.00025	0.00006	-0.00003	0.00023	-0.00018	0.00003	0.00003	0.00027	0.00008	-0.00002	0.00012	0.00008	0.00022"
"70	""PB544 lldm1 corrected_bw.txt""	7.43472	""R""	0.61559	0	0	0.51592	-0.00359	-0.00496	-0.0109	0.00552	0.01681	0.00729	0.01061	0.0178	-0.00063	-0.00085	0.00889	-0.00529	-0.0002	0.00598	-0.00496	0.00049	-0.00028	0.00128	-0.00355	0.00344	0.0017	0.00288	0.00138	-0.00274	-0.00032	-0.00038	0.00139	-0.00216	0.00182	0.00101	-0.0023	0.00101	0.0004	0.00093	0.00029	0.00028	0.00043	0.00007	0.00077	0.00059	0.00023	0.00054	-0.00004	-0.00009	-0.00027	0.00049	0	0.00017	-0.00001	0.00073	0.00006	0.00029	-0.00024	0.0004	0.00002	-0.00006	0.00012	0.00031	-0.00035	-0.00042	-0.00027	0.00024	-0.0002	0.0001	0.00034	0.00021	0.00013	0.00005	-0.00023	0	0	-0.00007	0.00006	-0.00002	-0.00031	0.00025	-0.00023	0.00021	0.00026	-0.00005	-0.00012	-0.00009	0.00009	0.00012	-0.00012	0.00024	-0.00007	0.00001	-0.00019	-0.00005	-0.00006	-0.0001	-0.00015	0.0001	-0.00021	0.00005	-0.00012	0.00002	0.00014	0.00011	0.00004	-0.00012	-0.00005	-0.00028	-0.00009	0.00001	-0.00011	-0.00012	0.00006	-0.00015	-0.00001	0.00015	-0.00006	-0.00004	-0.00001	0.00009	-0.00008	-0.00009	0.00006	0.00009	-0.00004	-0.00005	0.00002	-0.00012	-0.00007	-0.00006	-0.00002	-0.00009	0.00002	-0.00001	0	0.00002	-0.00001	-0.00007	-0.00006	0.00002	-0.00002	-0.00004	-0.00003	0.00004	0.00003	-0.00007	0.00008	-0.00009	0.00002	-0.00015	-0.00014	-0.0001	0.00002	0	0.00002	0.00009	0.00003	-0.00012	0.00012	0.00004	-0.00002	0	-0.00001	-0.00001	0.00006	0	0.00007	-0.00008	0.00002	0	-0.00001	-0.00007	0.00006	0.00004	-0.00002	0.00007	0.00006	-0.00002	-0.00001	0.00001	0.00003	0.00001	0	-0.00001	0.00004	0	0.00007	0	0.00001	0	-0.00001	0.00004	0.00001	0.00002	-0.00005	0.00003	0.00001	0.00001	0.00003	-0.00005"
"71	""PB637 lrdm1 flipped_bw.txt""	7.37035	""R""	0.6034	0	0	0.52715	-0.00405	-0.00737	-0.00833	0.00392	0.01961	0.00414	0.00399	0.00445	0.00161	-0.00241	0.00781	-0.00613	0.0097	0.0002	-0.00513	-0.00021	0.00086	0.00262	-0.00039	0.004	0.00107	-0.00212	0.00054	0.00744	-0.00074	0.00017	-0.00178	-0.00056	-0.00206	-0.00085	0.00049	-0.00182	-0.00056	-0.00098	0.00007	0.0002	-0.00005	-0.00057	-0.00078	0	-0.00064	-0.00051	-0.00001	0.00012	0.00017	-0.00102	0.00043	-0.00038	-0.00001	-0.00016	0.00037	-0.00103	0.00007	-0.00031	0.00031	0.00005	0.0006	0.00007	0.00004	0.00011	0.00005	0.00013	0.00027	0.00011	0.00027	-0.00009	-0.00006	0.00004	0.00001	0.00001	-0.00018	-0.00008	0.0001	0.00004	0.00018	0.00014	0.00012	0.00004	0.0003	0.00001	0.00017	0.00011	-0.0002	-0.00002	0.00001	0.00027	-0.00003	0.00007	0.0001	-0.00002	0.00006	0.0001	-0.00007	0.00023	-0.00003	0.00004	-0.00014	-0.00011	-0.00015	0.00015	0	0.00007	-0.00016	-0.00012	-0.00004	-0.00003	0.00018	-0.00022	0.00001	-0.00003	0.00003	0.00009	0.00015	-0.00001	-0.00015	-0.00003	-0.00006	0.00003	-0.00001	0	0.00006	-0.00006	0.00012	0.00009	-0.00006	-0.00001	0.00001	0	-0.00004	-0.00006	-0.00009	0.00003	0	0.00003	0.00006	-0.00001	0.00002	0.00001	0.00013	-0.00001	-0.00004	0.00005	-0.00001	0.00009	0	0.00006	0	0.00002	-0.0001	0.00002	-0.00006	-0.00003	-0.00003	0.00005	-0.00001	0.00003	-0.00003	0.00004	0.00006	-0.00002	0.00002	0.00006	0.00003	-0.0001	0.00001	0.00003	-0.00007	-0.00004	0.00003	0.00006	-0.00004	0.00005	-0.00001	-0.00003	0.00001	0.00005	0.00003	0.00004	0.00004	-0.00004	-0.00003	0.00004	0.00007	-0.00002	0	0.00005	-0.00004	0.00007	-0.00001	0.00005	-0.00004	0.00002	-0.00002	0	0	-0.00004"
"72	""PB649 lrdm1 flipped_bw.txt""	7.12193	""R""	0.60832	0	0	0.52307	-0.00961	-0.00579	-0.00919	0.01589	0.02037	0.00845	0.00881	0.00416	-0.00577	-0.00315	0.00484	-0.00684	0.008	0.00507	-0.00638	0.00202	-0.00028	0.00133	0.00087	-0.00012	0.00431	-0.00057	-0.00141	0.00114	0.00078	0.00055	-0.00047	-0.00082	0.00132	-0.00108	0.00025	0.00159	0.00059	-0.00087	-0.00128	0.00067	-0.00039	-0.0002	0.00056	0.00074	-0.00067	-0.00144	0.00023	0.00067	-0.00024	0.00012	-0.00006	-0.00054	-0.00089	-0.00033	0.00085	-0.00014	0.0002	0.00015	0.00015	-0.0001	-0.00025	0.00036	0.00016	-0.00023	0.00013	0.00035	0.00013	0	-0.00005	0.00025	0.00002	0	0.00012	0.00038	-0.00007	0.00008	-0.00012	0.00022	0.00014	-0.00008	0	0.00019	-0.00019	0.00009	-0.00006	0.00022	-0.0001	-0.00006	0.00005	0.00003	-0.00001	-0.00015	-0.00003	0.00001	-0.00024	-0.00001	0.00005	0.00001	0.00003	0.00016	0.00009	-0.00008	0.00002	-0.00015	-0.00018	0.0001	0.00004	0.00014	0.00002	-0.00003	0.00008	0.0002	-0.0001	0.00001	-0.00017	-0.00023	-0.00012	-0.00001	-0.00003	0.00001	0.00003	0.00001	0.00015	0.00001	-0.00007	0.00004	0.00006	0	0.00002	0.00008	-0.00003	-0.00003	-0.00006	0.00002	-0.00008	-0.00004	0.00005	0.00006	0.00001	0.00002	0.00004	-0.00003	0.00001	-0.00008	0	0.00008	0.00001	0.00003	0.00006	-0.00005	0	0.00002	0.00001	0	-0.00012	-0.00006	-0.00001	-0.00003	0.00003	0.00005	0.00003	-0.00004	0.00006	0.00003	0	0.00002	0.00005	-0.00003	0	0.00001	0	-0.00002	-0.00001	0.00005	-0.00001	0.00001	0	0.00001	0	0.00004	0.00003	0.00005	0.00003	-0.00006	-0.00002	0.00004	0.00003	-0.00002	0.00004	0.00008	0.00002	0.00004	0.00002	0.00005	0	-0.00002	-0.00001	0.00005	-0.00005	0.00003"
"73	""PB674 lrdm1 flipped_bw.txt""	7.34948	""R""	0.62175	0	0	0.51062	0.00147	-0.00848	-0.01206	-0.00238	0.02063	0.00301	0.00439	0.01562	0.00358	-0.0034	0.00735	-0.00234	0.00398	0.00388	0.00028	0.00028	0.00135	-0.00022	-0.00151	0.00239	0.00198	0.00036	-0.00374	0.00058	-0.00005	-0.00027	0.00097	0.00002	0.00083	-0.00073	0.00164	0.00082	-0.00016	0.00049	0.00034	0.00042	0.00028	0.00011	-0.00042	-0.00031	-0.00012	0.00052	-0.00023	-0.0005	-0.00009	-0.00004	0.00012	0.00092	0.00025	0.00011	-0.00006	0.00011	-0.00008	0.00011	0.00005	-0.00074	-0.00016	-0.00007	-0.00016	0.00035	0.00014	0.00009	-0.00005	0.00035	-0.00027	0.00011	0.00034	-0.00008	0	0.00004	0.00001	-0.00003	-0.00019	0.00022	-0.00006	-0.00006	0	-0.00005	-0.00015	-0.00003	-0.0001	0.00017	-0.00002	-0.00002	0.00006	0	0.00016	0	-0.00003	0.00013	0.00002	-0.00004	0.00003	0.00007	0	0.00002	0.00001	0.00013	-0.00004	-0.00011	-0.00008	-0.00007	-0.00023	0.00017	0.00006	0.00015	0.00011	0.00005	-0.00005	-0.00007	0.00015	-0.00016	-0.00003	0.0001	-0.00017	0.00007	0.00002	0.00003	0.00002	0.00001	0	-0.00004	-0.00009	-0.0001	0.00007	-0.00001	-0.00008	-0.00005	0.00002	-0.00008	0.00003	0.00005	0.00002	-0.00007	-0.00001	0.00009	0.00001	-0.00007	-0.00005	-0.00003	-0.00002	-0.00003	0.00003	-0.00003	0.00002	-0.00008	0.00005	0.00004	0.00001	-0.00002	0	-0.00003	0.00001	-0.00009	-0.00008	-0.00003	0	-0.00002	0	0.00002	0	-0.00005	0.00011	0.00005	0.00001	-0.00002	0.00001	-0.00001	0	-0.00001	-0.00001	-0.00005	0.00002	-0.00003	-0.00002	-0.00005	0.00002	-0.00004	-0.00004	0.00002	0.00003	0	0.00005	0.00005	-0.00001	-0.00003	0.00005	0.00003	0.00002	0.00002	0	-0.00004	0	0.00001	0.00002	-0.00006"
"74	""PB833 lldm1 corrected_bw.txt""	6.90685	""R""	0.61115	0	0	0.5203	0.00452	-0.00984	-0.01049	-0.00952	0.01875	0.00755	0.01158	0.01007	0.00437	-0.00128	0.01241	0.0034	0.00471	0.00881	-0.00079	0.00162	-0.00146	0.00238	-0.00348	0.00333	0.00094	0.00297	-0.0034	0.0024	-0.00158	0.0013	0.00148	-0.00057	-0.00012	0.00033	-0.00071	-0.00032	-0.00001	0.00062	-0.00207	-0.00115	-0.00011	-0.00027	-0.00072	-0.00051	-0.00003	-0.00084	-0.00006	0.00051	0.00011	-0.00021	0.00058	0.00012	-0.00029	-0.00021	0.0008	-0.00034	-0.00013	0.00016	0.00013	0.00009	0.00009	0.00037	0.00001	-0.00023	-0.00007	0.00007	-0.00022	-0.00011	0.00026	0	-0.0004	0.00017	0.00002	-0.00012	0	0.00004	0.00007	-0.00013	0.00027	0.00004	0.00011	0.00006	0.00018	-0.00018	0.00002	0.00005	-0.00007	-0.00004	0.00017	0.00007	-0.0001	0.00009	0.00002	-0.00002	-0.00006	0.00007	-0.00003	-0.00009	-0.0001	0.00017	-0.00012	-0.00006	-0.00002	0.00012	-0.00023	-0.00001	0.00013	0.00006	-0.00001	0.00002	0.00011	-0.00022	0.00002	0.00009	0	-0.00027	0.00014	0.00004	-0.00006	0.00002	0.0001	-0.00003	-0.00015	0.00011	0.00004	-0.00005	-0.00009	0.00009	-0.00003	-0.00016	-0.00001	0.00005	-0.00001	-0.00008	0.00006	-0.00002	0	-0.00009	0.00004	-0.00011	-0.00002	-0.00003	-0.00004	0.00001	0.00004	-0.00002	0.00004	0.00005	-0.00001	0.00002	0.00013	-0.00003	0.00006	0	0.00002	-0.00005	0.00001	0.00007	-0.00003	0.00001	0.00003	0.00003	0	0.00006	0	0.00004	-0.00004	0.00004	0.00003	0.00001	-0.00002	0.00002	0.00001	-0.00002	0.00001	-0.00003	0.00001	-0.00003	-0.00003	-0.00002	-0.00003	-0.00003	-0.00006	0.00003	-0.00004	-0.00002	-0.00002	0.00008	-0.00004	0.00002	0.00008	0.00001	-0.00002	0.00002	0.0001	-0.00008	0	0.00002	-0.00004	-0.00007"
"75	""PB891 lldm1 corrected_bw.txt""	6.81329	""R""	0.61827	0	0	0.51393	0.00036	-0.00854	-0.0097	0.00234	0.02146	0.00788	0.00932	0.00989	0.00099	-0.00314	0.0083	-0.00232	0.00688	0.00636	-0.00461	0.00099	-0.00079	0.00162	-0.00011	0.00232	0.004	0.00017	-0.00232	0.00079	-0.00042	0.00159	0.00069	-0.0015	0.0013	-0.00132	-0.0002	0.00181	0.00072	0.0017	-0.00014	-0.00006	-0.00062	-0.00059	0.00017	0.00066	0.00051	0.00016	-0.001	0.00004	-0.00009	0.00009	0.00033	-0.00078	-0.00026	-0.00026	0.00017	0.00066	0.00055	0.00029	-0.00005	0.00019	-0.00066	0.00021	0.00012	-0.00026	0.00034	-0.00032	-0.00043	-0.00005	0.00016	0.00024	-0.00016	-0.00061	0.00001	-0.00025	0.00041	0.00041	0.00054	-0.00005	-0.00019	0.00005	-0.00041	0.00005	-0.00011	0.00014	0.00028	-0.00027	-0.00001	0.00006	-0.00014	0.00003	0.00011	-0.00024	0.00016	-0.00002	0.00022	0	0.00001	-0.00004	-0.00009	0.00008	0.00009	0.00017	-0.0001	0.00011	-0.0001	-0.0001	0.00014	-0.00004	0.00009	0	-0.00012	0	-0.00009	0	-0.00005	-0.00003	0.00008	0.00002	0.00018	0.00003	0.00004	0.00004	0.00001	-0.00014	0.00005	0.00006	-0.00003	-0.00004	0.00014	0.00002	0	0.00002	0.00006	0.00003	-0.00004	0	0.00007	0	0.00002	0.00009	0.00002	0.00005	0.00004	0.00006	-0.00003	-0.00002	-0.00003	0.00001	0.00006	0.00006	0	-0.00007	-0.00007	0	0.00001	0.00004	0.00007	0.00002	-0.00003	0.00006	-0.00005	0.00003	0.00001	-0.00003	-0.00003	0	0	0.00004	-0.00002	0	-0.00003	0.00002	-0.00006	0.00001	-0.00001	0.00002	0.00001	-0.00007	-0.00006	-0.00007	-0.00004	0.00003	0.00002	-0.00004	0	-0.00007	0.00004	0.00004	0	0.00002	-0.00002	0.00001	0	0.00002	0.00007	-0.00004	-0.00001	-0.00002	-0.00001	-0.00003"
"76	""PB9 lrdm1 flipped_bw.txt""	6.55969	""R""	0.59336	0	0	0.53671	0.00102	-0.01229	-0.01985	-0.00161	0.00378	0.0042	0.00361	0.01576	0.00251	-0.00072	0.0155	-0.00039	-0.00464	0.00489	0.00163	-0.00151	0.00284	0.00618	-0.00244	-0.00123	-0.00154	0.00346	-0.0019	-0.00182	0.00092	0.0022	-0.00147	0.00255	0.00166	0.00037	-0.00139	-0.00066	-0.0003	0.00125	0.00091	-0.00082	0.0018	-0.00074	0.00007	-0.00003	0.00011	0.00043	-0.00097	-0.00011	0.00127	-0.00014	0.00014	-0.0002	-0.00024	-0.00041	0.00014	0.00018	0.00082	0.00003	-0.00004	0.00035	-0.00011	0.00005	0.00033	-0.00027	-0.00013	0.0001	-0.00002	0.00039	0.00008	0.00038	0.00008	0.00008	-0.00034	0.00021	-0.0001	-0.00006	0.0001	0.0006	0.00018	-0.00002	-0.00002	-0.00006	-0.00017	-0.00017	0.00012	0.00045	-0.00029	-0.00001	0.00004	-0.00027	-0.00012	0.00007	0	0.00014	-0.00003	0.0001	0.00009	-0.00019	0.00012	0	-0.00011	0.0001	0.00006	-0.00002	-0.00006	-0.00019	-0.00012	0.00016	-0.00003	0.00014	0.00004	-0.00015	-0.00023	-0.00016	0.00003	0	0.00025	0.0001	-0.00011	-0.00017	-0.00022	-0.00013	-0.00005	0.00009	0.0003	0.00008	0.00014	0.0001	-0.00022	-0.00006	0.00015	-0.0001	0.00022	0.00003	-0.00018	-0.00007	-0.00019	0	-0.0001	0.00007	0.0001	-0.00011	-0.00002	0.0002	-0.00019	0.00011	0.00023	0.00005	0.00004	-0.00009	0.00006	-0.00017	-0.00013	0.0001	-0.00019	-0.00009	0.00007	-0.00011	-0.0001	0.00008	-0.00007	0.00005	0.00009	0.00002	0.00004	-0.00013	0.00005	-0.00002	0	0.00002	-0.00008	-0.00007	0.00002	-0.00008	-0.00001	0	-0.00004	-0.00003	0.00002	0.0001	0.00005	0.00002	0.00008	-0.00002	-0.00002	0	0.00005	-0.00009	0.00011	0.00003	-0.00004	-0.00003	0.00002	0.00001	0	0.00002	0.00007	0.00001	-0.00002	0.00004"
