"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"77	""PB919 lldm1_bw.txt""	7.12837	""R""	0.60792	0	0	0.52337	0.00231	-0.01223	-0.01329	0.00036	0.01968	0.0103	0.01188	0.00528	0.00201	-0.00495	0.01075	-0.00178	0.00815	0.00769	-0.00635	0.00068	-0.00103	0.00151	-0.00037	0.00329	0.00448	0.00054	-0.00142	0.00151	-0.00054	0.00159	0.00082	-0.00181	0.00044	-0.00061	-0.0002	0.00258	0.00101	0.00081	-0.0014	-0.00043	-0.00094	0.00019	0.00033	-0.00032	0.00065	-0.00048	-0.00006	0.00048	-0.00002	0.00061	0.00014	-0.00049	0.00002	-0.00028	-0.00025	0.00021	0.00035	0.00046	0.00013	-0.00012	-0.00003	-0.00035	-0.00015	-0.00004	0.00021	0.00017	-0.00035	0.00004	-0.00003	-0.00016	0.0004	0.00032	0.00012	0.00008	0.00005	-0.00016	-0.00014	-0.00007	-0.0001	-0.00006	0.00005	0.00013	-0.00013	0.00017	-0.00011	0.00001	0.00023	-0.00004	0.00011	-0.00002	-0.00009	-0.00013	-0.00004	0.00021	0.00007	-0.00009	0.00008	-0.00001	0.00005	0.0001	0.00012	0.00008	-0.00017	-0.00012	0.00003	0.00003	0.00006	-0.00003	0.00012	-0.00006	-0.00002	0.00005	0.00002	0.00011	0.00008	0.00012	0.00003	0	0.00006	0.00001	-0.00008	0.00003	-0.00013	0.00002	0	0.0001	0.00003	0.00006	-0.00008	-0.00002	0.00004	-0.00003	0.00002	0.00004	-0.00012	0	-0.00003	0.00005	0.00003	-0.00005	-0.00001	-0.00003	-0.00001	0	0.00002	0.00001	-0.00011	0	0	-0.00004	0	-0.00004	0.00002	-0.00007	0.00001	-0.00004	0.00006	-0.00004	-0.00002	-0.00004	-0.00002	0	0.00005	0.00006	0.00005	-0.00003	0.00004	0	0.00001	0	-0.00003	-0.00007	0.00005	0.00003	0.00007	-0.00001	0.00004	0	0.00004	0.00004	0.00004	0.00006	-0.00003	0.00003	-0.00004	0	0	0.00006	0.00003	0.00002	-0.00002	-0.00001	-0.00003	0.00003	0.00003	-0.00003	0.00001	0.00003	0.00001	0.00002"
"78	""PB936 lrdm1 corrected flipped_bw.txt""	7.18817	""R""	0.61741	0	0	0.51469	-0.0023	-0.00525	-0.0038	0.00351	0.02529	0.0042	0.00576	0.00528	-0.00142	0.00147	0.00792	-0.00156	0.00632	0.00248	-0.00365	0.00726	0.00002	0.00353	-0.00126	-0.00062	0.00055	-0.00084	-0.00078	0.00026	0.00039	0.00145	-0.00007	0.00025	0.00018	-0.00004	0.00107	0.00066	-0.00059	0.00081	-0.00081	0.00093	-0.00021	0.00024	-0.00041	0.00014	-0.00055	0.00008	-0.00048	-0.00062	-0.0004	-0.00042	-0.00049	0.00017	0.00005	-0.00049	-0.00043	-0.00006	-0.00014	-0.00047	0.00009	-0.00046	-0.00006	-0.00033	0.00052	0.0001	0.00007	-0.00038	-0.00005	0.00011	-0.00007	-0.00001	-0.0001	-0.00011	-0.00009	-0.00044	-0.00002	0.00003	0.00009	-0.00004	0.00012	-0.00005	0	-0.00012	0.00036	-0.00004	0.00005	0.00006	0.00001	0.00004	0.00005	-0.00002	-0.00014	-0.00004	0.00006	-0.00003	-0.00012	-0.00003	0.00007	-0.00007	0.00011	0.00002	0.00008	-0.00002	0.0001	0.00004	0	0.00003	0.00001	0.00001	0	0.00009	0.00008	0.00003	0.00007	0.00005	0.00005	-0.00007	0.00001	0.00012	-0.00002	-0.00001	0.00005	0.00005	-0.00005	0.00008	0	0.00005	-0.00008	0.00003	0.00001	0.00001	0.00002	-0.00004	-0.00006	-0.00004	-0.00005	0.00005	0.00003	0.00009	0.00009	0.00003	-0.00007	-0.00002	0.00004	-0.00001	-0.00002	0.00009	-0.00007	0.00002	-0.00005	0	-0.00002	0	0	0.00002	-0.00003	-0.00005	-0.00003	-0.00004	-0.00001	-0.00003	0.00003	-0.00001	-0.00003	0.00001	-0.00001	0.00001	0.00005	-0.00001	0.00001	0	0.00003	-0.00002	0.00003	0	-0.00003	-0.00006	0.00008	-0.00002	-0.00004	-0.00008	0.00003	-0.00001	0.00001	0.00004	0.0001	-0.00001	0.00006	0.00005	0.00001	-0.00002	-0.00003	-0.00002	0.00003	0	-0.00003	0.00002	0.00003	-0.00003	0.00002	0.00001"
"79	""PB940 lldm1_bw.txt""	7.20157	""R""	0.61738	0	0	0.51495	-0.00184	-0.00869	-0.0086	-0.00062	0.02109	0.0093	0.01513	0.01047	0.0009	0.00055	0.01179	-0.00222	0.00306	0.01008	-0.00296	0.00482	-0.00145	0.00409	-0.00193	0.00437	0.00107	0.00344	-0.00263	-0.00156	-0.00143	0.00174	-0.00002	-0.00143	0.00035	0.00067	-0.001	0.00189	-0.00029	0.00028	-0.00199	-0.00014	-0.00061	0.00024	-0.00004	-0.00079	-0.00063	-0.00081	0.0006	0.00009	0.0001	-0.00014	-0.00034	-0.00029	-0.00047	-0.00008	0.00033	-0.00045	-0.00014	-0.00035	0.00004	0.0003	-0.00025	0.00005	0.00004	0.00026	-0.00023	-0.00003	0.00043	0.00007	-0.0002	-0.00006	-0.00019	-0.00015	-0.0001	0.00009	-0.00023	-0.00008	0.00005	-0.00017	0.00002	-0.0001	0.00008	-0.00012	-0.00008	-0.00002	0.00013	-0.00017	-0.00011	-0.00005	-0.00007	-0.0001	0.00007	0.00015	0.00012	-0.00017	0.00008	-0.00008	-0.00009	-0.00012	-0.00007	-0.00017	0.0001	-0.00002	0.00017	0.00003	0.00003	-0.00001	0.00019	0.00002	0.00009	0.00019	0.00009	-0.00002	-0.00007	0.00006	-0.00004	0.00013	0.00011	0.00017	-0.00008	0	-0.00003	0.00004	0.00002	-0.00012	0.00007	0.00008	-0.00001	0.0001	0.00006	0.00006	-0.00002	-0.00001	-0.00003	0.00008	-0.00002	0	0	0	-0.00003	0.00004	-0.00005	0.00001	-0.00002	-0.00002	-0.00002	-0.00004	-0.00002	-0.00003	-0.00006	0.00004	0.00009	0.00003	-0.00005	-0.00003	0.00002	0.00005	-0.00011	0.00006	-0.00003	0.00003	-0.00009	-0.00003	-0.00003	0.00003	-0.0001	0.00005	0.00002	-0.00001	-0.00003	-0.00003	0.00003	-0.00006	-0.00003	0.00004	-0.00003	-0.00006	0.00003	-0.00005	-0.00007	-0.00003	-0.00002	-0.00003	-0.00004	0.00004	0.00003	-0.00007	0.00003	0.00002	-0.00007	-0.00005	0.00002	0.00001	0.00003	-0.00003	0.00002	-0.00003	-0.00005	-0.00001	0.00003	-0.00004"
"80	""Peche rdm1 O flipped_bw.txt""	7.30644	""N""	0.5989	0	0	0.53128	0.00218	-0.00565	-0.00714	-0.00405	0.00721	0.00855	0.0111	0.01576	-0.00098	0.0015	0.00866	0.00535	-0.00202	0.0068	-0.00512	-0.00126	-0.00266	0.00369	-0.002	-0.00121	0.00179	-0.00012	-0.00286	-0.00341	-0.00004	0.00108	-0.00099	-0.00119	0.00229	-0.00097	0.00057	0.00088	0.00061	0.00007	-0.00006	-0.00002	0.00063	-0.00032	0.00053	0.00082	0.00061	0.00016	0.00076	-0.00029	0.00045	-0.00032	-0.00051	-0.00065	0.0006	0.00044	-0.00056	0.00009	0.00016	-0.00038	-0.00015	0.00091	0.00042	0.0001	-0.00003	0.00017	0.00006	-0.00004	0.00032	-0.00057	0.00043	0	-0.00003	-0.00013	0.00025	0.00008	-0.00002	0.00011	0.00056	0.00002	-0.00005	-0.00022	-0.00003	-0.00021	-0.00029	0.00026	0.0004	0.00005	0.00012	0.00042	-0.00014	-0.00021	0.00014	0.00009	-0.00006	0.00014	0.00005	0.00018	-0.00001	-0.00003	0	-0.00028	-0.00007	0.00009	-0.00017	-0.00017	-0.00008	0.00007	0.00013	0.00024	0.00027	0.00003	0.00005	-0.0002	-0.00036	0.00014	-0.00001	0.0002	0.00023	0.00005	0.00005	0.00029	-0.0004	0.00005	-0.00001	-0.00008	0.00007	0.00004	-0.00008	-0.00009	-0.00019	-0.00002	-0.00009	-0.00012	0.00008	0.00009	0.00006	0.00008	-0.00008	0.00008	0.00015	-0.00009	0.00003	-0.00007	-0.0002	0.00001	-0.00006	0.00019	0.00009	0.00004	0.00002	-0.00008	0.00023	0	-0.00013	0.00015	-0.00008	0.00006	-0.00007	0.00006	-0.00005	0.00011	-0.00016	-0.00004	-0.0002	-0.00002	-0.00007	-0.00003	-0.00003	0	-0.00007	-0.00003	0.00014	-0.00012	-0.00003	-0.00014	-0.00009	-0.0001	0.00001	0.00003	-0.00004	-0.00005	0.00004	-0.00011	0.00016	-0.00005	0.00001	0.00003	0.00003	0.0001	0.00001	0.00002	0.00004	0.0001	-0.00007	0.00001	-0.00006	0.00002	0	-0.00003	-0.00007	-0.00007"
"81	""Qafzeh 15 lldm1 O_bw.txt""	7.98752	""E""	0.6047	0	0	0.52594	-0.00182	-0.00713	-0.01196	0.00212	0.00877	0.01022	0.01561	0.01963	-0.00263	-0.00231	0.00824	0.00088	-0.00618	0.00776	-0.00893	0.0012	-0.00283	0.00098	-0.00252	0.00154	-0.00266	0.00229	0.00246	-0.00347	-0.00028	-0.001	-0.00019	-0.00275	-0.00019	0.002	-0.00119	0.00014	0.00009	-0.00039	0.00086	0.0015	0.00036	0	-0.00083	-0.00051	-0.00032	-0.00091	-0.00088	-0.00033	0.00019	-0.00075	-0.00004	0.00031	-0.00002	-0.00029	0.00089	-0.00003	-0.00014	-0.00031	0.00037	0.00022	-0.00023	0.00028	0.00026	0.00005	0.00005	-0.00002	-0.00007	-0.00053	-0.00012	0.00037	-0.00016	0.00011	0.00029	-0.00002	-0.00005	0.00029	-0.0002	0.00024	-0.00015	-0.00003	0.00009	-0.00002	0	0.00001	0.00003	0.00006	0.00004	-0.00028	0.0001	-0.00001	0	0.00001	0.0001	0.00012	0.00005	0.00011	-0.00003	-0.00002	0	0.00015	-0.00001	0.00007	-0.00005	0	-0.00009	-0.00004	0.00001	-0.00004	0.00003	0.0001	0.00005	-0.00009	-0.00004	-0.00004	-0.00004	0	0.00008	0.00009	-0.00005	-0.00007	-0.00007	-0.00008	-0.00002	0.00002	0.00004	0.00007	0	0.00009	-0.00008	-0.00002	0.0001	0.00003	-0.00003	0.00009	0.00004	-0.00001	-0.00005	0.00004	0	-0.00004	-0.00003	0.00008	-0.00006	0.00002	0.00004	0.00003	0	-0.00007	0.00001	0.00001	-0.00004	-0.00008	0.00004	0.00003	0.00002	0.00004	0.00005	-0.00001	0.00002	0.00001	-0.00003	0.00005	0.00003	0.00005	0.00001	-0.00003	-0.00003	0.00007	-0.00006	0.00004	-0.00004	0.00001	-0.00003	-0.00005	-0.00002	-0.00003	0	-0.00001	-0.00001	-0.00009	0.00004	0	0.00007	-0.00006	0.00002	0	0.00004	0.00002	0.00003	0	-0.00005	0.00006	-0.00001	0	-0.00003	0.00004	-0.00003	-0.00001	0.00004	0.00004"
"82	""Roc de Marsal lldm1 O_EDIT_CMA_bw.txt""	6.70735	""N""	0.61245	0	0	0.51885	0.00209	-0.00742	-0.00936	-0.00311	0.01728	0.00833	0.01226	0.0141	-0.00015	-0.0016	0.00814	0.0029	0.00114	0.00557	-0.00697	0.00244	-0.00141	0.00254	-0.00098	0.0001	-0.00026	0.00052	0.0005	0.00006	0.00058	0.00114	-0.00045	-0.00192	-0.00012	-0.00029	-0.00167	-0.00079	0.00128	-0.00031	-0.00129	0.00017	0.00025	-0.00091	0.00063	0.00022	0.00087	-0.00053	0.00065	0	0.00002	-0.00061	-0.00023	0.00014	0.00013	-0.00004	-0.00005	0.00082	-0.00008	-0.00048	0.00019	0.00011	0	-0.00014	-0.00031	-0.00049	0.0001	-0.00054	-0.00039	-0.00032	0.0005	-0.00008	0.00027	-0.00042	0.00051	-0.0004	0.00038	-0.00017	0.00061	0.0002	0.00008	0.00019	0.00002	-0.00034	-0.00025	0.00071	0.00018	0.00011	-0.00014	0.00034	-0.00008	-0.00019	0.00038	-0.00037	0.00007	-0.00005	-0.00013	-0.00012	0.00007	0.00013	0.00005	0.00012	0.00018	0.00006	0.00015	-0.00015	0.00003	-0.00005	-0.00031	0.00005	-0.00001	0.00006	-0.00008	0.00038	-0.00005	-0.00022	0.00001	-0.00002	-0.00003	-0.00001	0.00002	-0.00022	0.00006	-0.0001	0.00017	-0.00007	-0.00007	-0.00002	-0.00001	0.0002	0.00012	0.00002	-0.00002	-0.00004	-0.00008	-0.00006	-0.00002	-0.00015	0.00001	-0.00004	0	0.00019	-0.00001	-0.00001	0.0001	0	-0.00009	-0.00001	-0.00002	-0.00005	-0.00008	0.00003	0.00006	0.00017	0	0.00001	0.00005	-0.00003	-0.0001	0.00003	-0.00009	-0.0001	0.00002	-0.00003	-0.00011	0.00001	-0.00002	-0.00004	-0.00003	-0.00001	0.00002	-0.00001	0.00013	-0.00006	0.00008	-0.00008	-0.00001	-0.00013	0	0.00002	-0.00004	0.00008	0.00012	-0.00002	0.0001	0.00004	-0.00003	0	0	-0.00004	0.00004	0.00003	-0.00001	0.00008	-0.00001	-0.00001	0	-0.00001	-0.00002	0.00003	0	-0.00001"
"83	""SA 12330 lldm 1 O_bw.txt""	6.82054	""R""	0.61295	0	0	0.51832	-0.0079	0.00479	0.00357	0.00952	0.01232	0.00493	0.00556	0.02085	-0.00094	0.00645	0.00436	-0.01001	-0.00279	0.00247	-0.0037	-0.00065	0.00165	0.00375	-0.00363	0.00348	-0.00143	0.00099	0.00151	-0.0009	-0.00115	0.00095	0.00035	0.00071	-0.00109	0.00084	-0.00072	0.00042	-0.00039	0.00116	0.00026	-0.00168	-0.00048	0.00058	0.00022	-0.00094	0.0004	0.00056	-0.00045	0.00047	0.00016	0.00037	-0.00022	-0.00005	0.00029	0.00031	0.00028	-0.00035	-0.0001	0.00009	0.00006	0.00039	0.00031	-0.00005	-0.00046	0.00007	-0.00018	0.00011	-0.00003	-0.00034	-0.00001	-0.00042	-0.00014	0.00031	-0.00011	0.00004	0	0.00018	-0.00004	-0.00026	0.00031	-0.00024	-0.00019	0	-0.00008	-0.00004	0.00005	-0.00009	-0.00003	0.00001	-0.00012	0.00005	0.00012	-0.00004	-0.00001	-0.00001	0.00006	0.00009	-0.0001	0.00009	-0.00003	0.00004	0.00002	0.00008	0.00008	-0.00013	0.00002	0.00005	-0.00005	-0.00013	0.00009	0	-0.00015	0.00002	0.00007	0.00002	0.00006	0.00002	-0.00001	-0.0001	0.00002	0.00011	0	0.00003	-0.00003	0.00006	-0.00007	-0.00001	0.00011	-0.00007	-0.00008	0.00003	0	0.00004	0.00002	-0.00003	-0.00015	-0.00005	-0.00005	0.00005	0.00002	-0.00004	0.00005	-0.00004	0.00011	-0.00001	-0.00004	0.00002	-0.00003	0.00002	0.00005	0	-0.00002	-0.00001	-0.00005	0.00006	0.00006	-0.00001	0.00001	0.00001	0.00003	0.00004	-0.00004	0.00006	-0.00002	0.00002	0	0.00004	0.00001	-0.00004	-0.00001	0.00005	0.00002	-0.00004	-0.00001	0.00003	0	0.00007	0.00001	0	-0.00007	0.00001	-0.00004	-0.00002	-0.00005	-0.00003	-0.00001	-0.00005	0.00002	0.00002	-0.00006	-0.00005	0.00002	0.00003	-0.00004	-0.00002	0	0.00001	-0.00005	-0.00002	0.00001	-0.00002"
"84	""SA 18206 lldm1 corrected_bw.txt""	7.38372	""R""	0.62846	0	0	0.50484	-0.00312	0.01085	0.01678	0.003	0.01814	0.00324	0.00455	0.024	-0.00204	0.00716	-0.00484	-0.00108	0.00009	0.00139	-0.00306	-0.00152	-0.00061	0.00195	-0.00086	-0.00005	-0.00142	-0.00186	-0.00211	0.00261	-0.00052	0.00111	0.00075	0.00001	-0.00136	-0.00194	0.00118	-0.00125	0.00012	-0.00054	-0.00284	-0.00077	-0.00056	-0.00103	-0.00027	0.00018	0.00047	-0.00144	0.00114	0.00045	-0.00026	-0.00091	0.00047	-0.00039	-0.00026	-0.00074	-0.00029	0.00057	-0.00008	-0.00023	0.00033	0.00024	-0.00019	-0.0003	0.00079	-0.00021	-0.00018	0.00001	-0.00022	0.00008	0.00005	-0.00005	-0.00036	-0.00006	0	-0.0001	0.0001	-0.00025	-0.00019	-0.00001	0.00028	0.00038	0.00008	0.00003	-0.00003	0.00011	-0.00009	0.00007	0.00001	-0.00047	-0.00016	-0.00002	-0.00002	0.00022	0.00003	0.00016	-0.00001	0.00018	-0.00012	0.00003	0.00012	-0.00021	-0.00003	0.00006	-0.00008	-0.00006	-0.00001	0.00016	0.00005	-0.00002	0	0	-0.00003	-0.00002	0.00002	0.00008	-0.00014	-0.00002	0	0.00003	0.00003	0.00006	0.00003	0.00002	0.00007	-0.00002	0.00002	0.00001	-0.00002	-0.00016	0.00003	0.00009	0.00002	-0.00001	0.00004	0.00007	0.00007	0.00015	0.00004	0.00002	-0.0001	-0.00001	-0.00002	0.00011	0.00003	-0.00006	0.00005	-0.00001	0.00003	0	-0.00002	0.00002	-0.00016	0.00006	0	0	-0.00001	0.00007	0	0.00002	0.00012	-0.00007	-0.00001	0.00001	0.00001	-0.00008	0.00004	0.00008	0.00001	0	0.00002	-0.00001	-0.00002	0.00005	0.00005	0.00005	-0.00004	-0.00001	-0.00001	-0.00003	-0.00001	-0.00002	0.00002	0.00001	-0.00001	0.00006	0	0	0.00004	0	0.00001	0.00001	0.00003	-0.00004	-0.00001	0.00003	0	0.00002	0.00001	0	-0.00005	0.00003"
"85	""SA 18238 lrdm1 corrected flipped HC_bw.txt""	6.69347	""R""	0.624	0	0	0.50874	-0.00066	-0.00063	0.00047	-0.00133	0.02444	0.00538	0.00852	0.01112	0.00144	0.00386	0.0068	-0.00107	0.00446	0.00392	-0.00442	0.00595	0.00016	0.00415	-0.00252	0.00127	0.00007	-0.00013	-0.00122	-0.00005	0.00034	0.00121	-0.00089	-0.00128	0.00061	0.00039	0.00165	-0.00086	0.00064	0.00048	-0.00032	0.00022	0.00081	0.00088	-0.00048	0.00002	-0.00026	-0.00001	-0.0004	0.00093	0.0003	0.00014	-0.00041	0.00054	-0.00069	-0.00004	0.00037	0.00007	0.00022	0.00001	0.00007	-0.00054	-0.00041	0.00022	-0.00007	-0.00049	0.00016	0.00012	-0.00013	0.0006	-0.00001	0.0002	0.00012	-0.00004	-0.00009	-0.00013	-0.00002	-0.00016	0.00002	-0.00023	-0.00068	-0.00015	-0.00015	-0.00001	0.00006	0.00029	0.0001	-0.00028	0.00036	0.00004	-0.00012	0.00012	0.0002	-0.00033	0	-0.00007	0.00002	0	0.00011	0.00022	-0.00001	-0.00008	-0.00001	-0.00005	0.00001	0.0001	0.00007	0.00013	-0.00008	0.0002	-0.00002	-0.00014	-0.00009	-0.00004	0	0	-0.00015	-0.00008	-0.00001	-0.00011	0.00007	-0.00004	0	-0.00006	-0.00002	0.00006	0.00003	0.00006	0.00016	-0.00004	0.00002	-0.00003	0.00013	-0.00009	0.00008	0.0001	-0.00003	-0.00006	0.00002	-0.00003	-0.00014	0.00008	0.00004	0.00008	-0.00003	0.00017	0.00002	-0.00007	0.00004	0	-0.00001	0.00003	-0.00001	-0.00009	0	-0.00009	-0.00011	-0.00002	0.00002	0.00002	-0.00004	0.00003	0.00002	-0.00007	0.00011	0.00002	0	-0.00001	0.00004	0.00002	0.00002	-0.00004	-0.00004	-0.00002	-0.00003	0.00001	-0.00006	0.00001	-0.00002	-0.00006	-0.00005	0.00008	0.00001	0	0.00001	-0.00003	0.00002	-0.00007	0.00003	-0.00013	0.00004	-0.00001	-0.00001	-0.00003	0.00003	-0.00007	-0.00003	0.00007	0.00004	0	-0.00001	0.00003"
"86	""SA 18331 lrdm1 corrected flipped_bw.txt""	6.98291	""R""	0.61382	0	0	0.51752	0.00173	0.00588	0.00861	-0.0039	0.01226	0.00726	0.00994	0.02143	0.00261	0.00495	-0.00206	-0.00077	-0.00009	0.00404	-0.00667	-0.00425	0.00143	0.002	-0.00066	0.00108	0.00209	0.00012	0.00063	-0.00026	0.00032	0.00061	-0.00059	-0.0003	0.00104	0.00011	0	0.00074	0.00017	0.0003	0.00011	0.00027	0.00001	0.00003	-0.00033	0.00049	0.00003	0.00014	-0.00034	-0.00012	-0.00022	0.00005	0.0001	-0.00025	0.00016	0.00008	0.00017	-0.00015	0.00008	0.00024	0.00018	-0.00018	0.00007	0.0002	0	0.00024	0.00008	0.00014	-0.00026	0.00015	0.00013	0.00016	-0.00001	-0.0003	-0.00001	-0.00005	0.00002	0	0.00011	0.00012	-0.00006	0.00021	-0.00005	-0.0001	-0.00015	-0.00002	-0.00006	0.00005	-0.00002	0.00003	0.00007	-0.00005	0.00015	-0.00014	-0.00006	0.00001	-0.00007	-0.00009	0.00012	0.00009	0.00003	0.00004	0.00001	0.00002	0.00006	0.00003	0.00007	0.00008	-0.00005	0.00001	0.00004	0	-0.00008	-0.00009	0	0.00003	0.00001	0.00006	0.00004	0	0.00006	0.00006	-0.00003	0.00005	0	0	-0.00002	-0.00002	-0.00007	0.00005	0.00004	0.00005	-0.00002	-0.0001	0.00002	-0.00013	-0.00011	-0.00011	0.00004	0.00004	0.00001	0.0001	0.00004	-0.00009	0.00014	0.00006	-0.00002	0.00003	-0.00003	0	0.00003	-0.00001	-0.00003	-0.00003	0.00002	0.00001	0	-0.00006	0.00004	0	0.00002	0.00001	-0.00002	0.00002	0.00002	0.00009	0.00002	0.00001	0.00001	0.00003	-0.00008	0.00004	0.00001	0.00002	0.00001	-0.00004	-0.00007	-0.00002	-0.00004	0.00002	-0.00004	-0.00006	-0.00001	-0.00003	0.00006	0.00008	0	-0.00003	-0.00002	0	-0.00002	-0.00003	-0.00005	-0.00007	-0.00001	-0.00002	0.00003	0.00003	0.00002	-0.00003	0.00002	0.00002"
"87	""SA 18977 lrdm1 flipped_bw.txt""	7.36932	""R""	0.62991	0	0	0.50411	-0.00396	0.00849	0.0134	0.00069	0.02001	0.01163	0.01593	0.01888	-0.00272	0.00718	-0.00266	-0.00027	0.00359	0.00983	-0.00527	-0.00093	-0.00041	0.00321	-0.00092	-0.0013	0.00167	0.00177	-0.00448	0.0018	0.00077	0.00111	-0.00122	-0.00136	-0.00004	-0.00057	0.00042	-0.00012	0.00078	-0.00028	-0.00124	0.00017	0.00023	0.00023	0.0002	-0.00103	0.00062	-0.00071	0.00023	-0.00025	0.00096	0.0003	-0.00027	-0.00034	0.00013	-0.00027	0.00009	0.00087	0.00105	0.00012	0	0.00016	-0.00025	-0.00023	-0.00026	-0.00002	0.00069	-0.00006	-0.00054	0.00012	-0.0001	-0.00006	0.00031	-0.00014	0.00041	-0.00018	0.00005	0.00027	-0.00006	0.00017	0.00007	0.00005	0.00017	-0.00017	-0.00009	0.00015	-0.00008	0.00011	-0.00018	0.00009	0.00003	-0.00015	-0.00002	0.00012	-0.00002	-0.00004	-0.00011	-0.00012	-0.00001	-0.00006	0.00009	0	0.00005	-0.00003	0.00006	0.00001	0.00008	-0.00003	-0.00004	-0.00014	0.00002	0.00002	0.00005	0.00005	0.00009	-0.00004	0.00005	0.00008	-0.00001	0.00005	0.00006	0	-0.00004	0.00003	0.00007	0.00015	-0.00002	0.00008	0.00002	0.00005	-0.00007	0.00003	-0.00011	-0.00003	-0.00006	0.00006	-0.00007	0	0.00001	-0.00002	-0.00001	-0.00007	-0.00003	0.00004	0.00003	-0.00009	0.00003	-0.00001	0.00006	0	0	0.00003	-0.00001	-0.00001	0.00002	0.00002	0.00003	-0.00001	-0.00002	0.00005	0.00006	0.00006	0.00003	0.00003	0.00002	0	-0.00007	0.00003	-0.00008	0.00003	0	0.00003	-0.00004	0.00004	-0.00005	-0.00002	-0.00001	-0.00005	-0.00001	0.00001	-0.00001	-0.00001	-0.00002	-0.00001	0.00003	-0.00003	0.00001	-0.00001	-0.00003	-0.00003	-0.00001	0.00003	0.00005	0.00001	0.00001	-0.00002	0.00003	0.00003	-0.00001	0.00001	-0.00006	0.00001"
