"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"101	""PB891 lldm2 corrected_bw.txt""	8.12799	""R""	0.59306	0	0	0.53649	0.00861	-0.00085	-0.0011	-0.00969	0.00381	0.00218	0.00226	0.01755	0.00657	-0.00337	-0.00421	0.00232	-0.00322	-0.00142	-0.00595	-0.00409	-0.00031	-0.00325	0.00252	0.00418	-0.00055	-0.00036	0.00556	0.00093	-0.0019	-0.00069	0.00012	-0.00105	-0.0004	0.00194	-0.00126	-0.00039	0.00012	-0.00024	0.00016	-0.00164	0.00044	0.00038	-0.00045	-0.00097	0.00056	0.00017	0.00034	0.00096	0.00032	-0.00022	-0.00025	0.00073	0.00035	0.00042	-0.00046	-0.00049	-0.00007	-0.00017	0.00021	-0.00002	0.00027	0.00034	0.00053	0.00048	-0.00032	0.00017	0.00029	0.00037	-0.00005	0.00011	-0.00047	0.00001	-0.00017	0.00013	-0.00027	-0.00054	0.00003	-0.00001	0.00013	-0.00028	0.00015	-0.00003	0.00006	0.00008	0	0.00012	0.00006	0.00027	-0.00002	-0.00014	-0.0002	0.0002	-0.00008	0.00012	-0.00011	-0.00004	-0.00024	-0.00003	0.00029	0.00008	-0.00007	-0.00001	0.00003	0	-0.00019	0.0002	0.00003	-0.00009	0.00003	-0.00007	-0.00008	-0.00007	0.00004	0.00019	-0.00008	-0.00018	0.00004	-0.00001	0.0001	0.00001	-0.00001	0.00004	-0.00006	0.0002	0.00002	0.00007	-0.00002	0.00004	-0.00008	0.00001	0.00002	-0.00006	0.00005	0.00007	0	-0.00006	-0.00002	0.00003	0.00002	-0.00002	0.00002	-0.00003	-0.00007	0.00008	0.00002	0	-0.00003	-0.00001	-0.00005	-0.00003	0.00003	0.00001	0.00001	0	0	-0.00001	-0.00004	0	0.00002	-0.00002	0	-0.00004	-0.00001	0.00005	0	-0.00002	-0.00003	0	-0.00001	-0.00005	0	-0.00006	-0.00002	-0.00002	0.00003	-0.00002	0	-0.00002	0.00003	0.00001	0	-0.00001	-0.00003	0	0.00002	0	-0.00005	-0.00002	-0.00001	-0.00004	-0.00003	0.00002	-0.00002	-0.00002	0.00002	0.00006	-0.00003	-0.00004	0.00005	0.00002"
"102	""PB9 lrdm2 flipped_bw.txt""	7.71364	""R""	0.58708	0	0	0.54235	0.00715	-0.00122	-0.00298	-0.00853	0.00892	0.01068	0.01192	0.00598	0.00549	-0.00282	-0.00115	0.00218	-0.00031	0.00555	-0.00793	0.00292	-0.00057	-0.00052	0.00292	0.0033	-0.00057	0.00132	0.00232	-0.00155	-0.00106	0.00132	-0.00055	-0.00124	0.00091	0.00146	-0.00108	-0.00085	0.00033	-0.00032	-0.00129	-0.00012	0.00032	-0.00027	-0.00059	0.00102	0.00018	-0.00099	0.00031	0.00002	-0.00036	-0.00027	0.00031	-0.00029	-0.00014	-0.00061	0.00005	0.00031	-0.0002	0.00007	0.00006	0.00016	-0.00045	-0.00016	0.00059	0.0002	-0.00021	0.00012	0.00017	-0.00007	-0.00058	0.00024	-0.00006	0.00015	-0.00022	0.00016	0.00001	0.00006	-0.00037	0.00003	-0.00015	-0.00023	-0.00014	0.0002	0.00008	-0.00012	0.00005	-0.00006	0.00001	-0.00033	0.00008	0.00004	-0.00032	-0.00011	0.00018	-0.00017	-0.00007	0.00019	-0.00001	-0.00028	-0.00007	0.00018	-0.0001	-0.00022	0.00001	0.00021	-0.0001	-0.00015	0.00026	-0.00008	-0.00004	-0.00009	0.00007	-0.00019	-0.00001	0.00006	0.00004	0.00004	0.00017	-0.00008	-0.00001	-0.00009	-0.00001	0.00001	-0.00009	-0.00002	0.00013	-0.00008	0.00002	0.00011	-0.00002	-0.00006	-0.00007	0.00001	0.00001	-0.00009	-0.00009	0.00009	-0.00001	-0.00006	0.00006	0	-0.00001	-0.0001	0	-0.00003	0	0.00001	0.00005	0.00003	0.00007	0	0.00009	-0.00008	0	0.00003	-0.00003	0.00001	0.00014	0.00009	0.00005	0.00001	0.00007	-0.00003	-0.00006	-0.0001	0.00009	0.00004	-0.00011	0.00008	0.00014	-0.0001	-0.00005	-0.00002	0.00007	-0.0001	-0.0001	-0.00005	0.00007	-0.00008	0.00009	0.00011	0.00003	-0.00007	0.00009	0.00004	-0.00005	0	-0.00001	0.00004	-0.00001	0.00008	0.00011	0.00001	0	0.00002	0.00001	-0.00008	-0.00004	0.00012	-0.00006	0.00003"
"103	""PB919 lldm2 corrected_bw.txt""	8.98393	""R""	-0.59673	0	0	-0.53298	0.00555	0.00079	0.00088	-0.00642	-0.00487	-0.00225	-0.00242	-0.01855	0.00336	-0.00235	-0.00453	0.00249	0.00383	0.00072	0.00411	0.00311	-0.00087	-0.00135	0.00356	0.00239	0.0008	0.00022	-0.00342	0.00029	-0.0011	0.00133	0.00008	-0.00166	-0.0002	-0.00095	0.00106	0.00055	0.0003	0.00089	-0.00032	-0.00015	-0.00036	-0.00002	0.00035	-0.00016	-0.00034	-0.00005	-0.00064	0.00088	0.0001	-0.00013	-0.00047	-0.0003	-0.00032	-0.00028	0.0002	-0.00061	0.0001	-0.0004	0.0001	0.00004	0.00023	-0.00009	0.00012	-0.00008	-0.00007	-0.00013	0.00006	0.00027	0.00028	0.00006	0.00009	0.00002	0.00012	-0.00002	0.00006	-0.00039	0.00011	0.00022	0.00003	0.00008	0.00002	0.00005	0.00004	0.00037	-0.00005	0.00008	-0.00016	0.00015	-0.00013	0.00008	-0.00002	-0.0001	-0.00011	-0.00009	-0.00003	-0.00007	0.00007	0.00005	-0.00002	-0.00016	0.00001	0.00001	0.00011	-0.00012	0.00009	0.00004	0.00004	0.00009	0.00002	0.00006	0	0.00012	-0.00002	0.00012	0.00005	0.00007	-0.00009	0.00001	-0.00007	0	-0.00009	0.00006	-0.00009	0.00004	-0.00003	-0.00007	-0.00005	-0.00008	-0.00004	-0.00006	-0.00004	-0.00009	0.00004	-0.00009	0.00005	0.00002	0.00006	-0.00009	-0.00001	-0.00003	-0.00002	-0.00004	0	0.00005	0.00002	-0.00009	-0.00001	0.00006	-0.00003	0.00003	0.00007	-0.00004	-0.0001	-0.00002	0.00006	0.00009	0	0.00004	-0.00004	0.00001	-0.00006	0.00003	-0.00001	-0.00011	0.00003	-0.00002	-0.00005	-0.00005	-0.00002	0.00002	0.00001	0.00004	0.00002	-0.00004	0.00001	0.00005	-0.00003	0.00004	0.00002	-0.00002	-0.00004	0	0.00006	0.00003	0.00003	0.00006	-0.00001	-0.00006	-0.00004	0.00003	-0.00003	-0.00004	0.00005	0.00003	-0.00001	0.00004	0.00001	0.00003	0.00002	-0.00001"
"104	""PB936 lrdm2 corrected flipped_bw.txt""	8.69949	""R""	0.58557	0	0	0.54361	0.00635	-0.00167	-0.00148	-0.00696	-0.00019	0.00032	-0.00052	0.0144	0.00238	-0.00383	-0.00271	0.00416	-0.00591	-0.00046	-0.00086	-0.00196	-0.00197	-0.00328	0.00086	0.00128	-0.00172	0.0004	0.00148	-0.00134	-0.00167	-0.00096	0.00086	-0.00087	-0.00037	0.00075	-0.00037	0.00002	-0.00036	0.00035	0.00042	-0.00038	-0.00046	-0.00009	-0.00056	0.00019	0.00033	0.00046	-0.0003	-0.00026	-0.00022	-0.00004	0.0005	-0.00028	0.00028	0.00011	-0.00015	0.00021	0.0003	0.00009	-0.00028	-0.00025	-0.00002	0.00011	0.00018	0.00012	0.00034	-0.00015	-0.00005	0.0002	-0.00012	0.00015	-0.00008	-0.00001	0.00003	-0.00028	-0.00008	0.0002	-0.00015	0.00006	-0.00002	0.00006	0.00009	-0.00021	0.00014	-0.00025	-0.00007	0.00007	0.00008	-0.00011	0.00021	0	0.00004	0.00001	0.00002	-0.00004	-0.00017	-0.00001	0.00009	0.00015	0.0001	0.00013	0	0.00003	0.00023	0.00002	-0.00006	0.00009	-0.00016	0.00005	-0.00001	0.00007	-0.00015	0.00001	-0.00008	-0.00001	0.00007	-0.00006	0.00002	0	0.00007	-0.00004	0	0.00001	-0.00003	-0.00006	0.00006	-0.00001	-0.00004	-0.00003	0.00003	-0.00005	-0.00008	0.00004	-0.00001	-0.00009	-0.00006	0.00009	-0.00001	0.00001	0.00015	0.00002	-0.0001	-0.00008	0.00004	0.00001	0.00003	0.00001	-0.00012	-0.00007	-0.00005	0.00003	0.00006	-0.00006	0.00001	-0.00008	0.00001	0.00007	0.00001	0.00009	0.00001	0.00001	-0.00005	-0.00001	0.00004	0.00001	0	0.00005	-0.00005	0	-0.00002	0.00006	0.00004	-0.00003	-0.00003	-0.00001	-0.00001	0.00002	0.00004	0.00003	-0.00008	-0.00004	-0.00002	-0.00006	-0.00003	-0.00003	0.00004	-0.00001	0.00003	0.00005	0	-0.00002	0.00006	0	0.00001	-0.00003	-0.00004	-0.00002	0.00004	0.00002	-0.00001	-0.00004"
"105	""PB940 lldm2_bw.txt""	8.84821	""R""	0.58866	0	0	0.54081	0.00998	0.00335	0.0034	-0.01388	0.00429	0.00334	0.00141	0.0113	0.00559	-0.00276	-0.0074	0.00732	-0.00533	0.00096	-0.00208	0.00305	-0.00239	-0.00419	0.00275	0.00278	-0.00448	0.00025	0.00109	-0.00108	-0.00265	-0.0004	0.00139	-0.00144	-0.00113	0.00069	0.00009	-0.0019	-0.00057	0.00013	-0.0007	-0.00094	0.00036	0.00031	-0.00036	0.0001	-0.00016	-0.00045	-0.00054	0.00041	0.00033	-0.00034	-0.00051	0.00001	-0.0001	0.00001	0.00078	-0.00014	0.00023	-0.00007	0.00072	0.00021	0.00024	0.00073	0.00027	-0.00012	0.00021	0.00028	-0.00006	-0.0002	0.00021	0.00025	-0.00064	0.00012	0.0002	0.00002	-0.00026	0.00001	0.00009	-0.00007	0.00018	-0.00007	-0.00007	-0.00004	0.00005	0.0003	0	0.00008	0.00001	0.00018	-0.00021	-0.0001	-0.00007	-0.00003	-0.00011	-0.00003	-0.00004	-0.00001	-0.00002	-0.00007	0.00012	-0.00022	-0.00007	-0.00013	-0.00004	-0.00011	0.00001	0.00008	0.00004	0.00012	-0.00004	-0.00006	0.00007	0.00003	-0.00007	0.00009	-0.00004	-0.00001	-0.00001	0.00008	0.00008	-0.00003	-0.00002	0.00007	0.00002	-0.00001	-0.00007	0.00009	-0.00006	0.0001	-0.00003	0.00009	-0.00001	-0.00002	-0.0001	0.00002	-0.00003	-0.00006	-0.00002	0.00009	0	0.00002	-0.00007	0	-0.00001	0.00006	-0.00004	0.00006	-0.00001	0.00003	-0.00005	-0.00001	0.00001	-0.00004	-0.00003	0.00001	-0.00001	-0.00003	0.00001	0.00002	0.00005	-0.00001	0	-0.00002	-0.00001	0	0.00004	0.00003	-0.00003	-0.00003	0.00005	-0.00003	0	-0.00003	0.00003	-0.00001	-0.00002	0.00005	0.00006	-0.00003	-0.00001	0.00002	0	-0.00002	0.00002	-0.00002	0.00004	0.00002	0.00005	0	0.00003	0	0.00002	-0.00002	0.00004	0	-0.00005	-0.00002	0.00001	-0.00001	-0.00002	0.00003"
"106	""Peche lrdm2 O flipped_bw.txt""	8.07822	""N""	0.59116	0	0	0.53815	-0.00526	0.00086	0.00153	0.00501	0.00646	-0.00109	-0.00096	0.01188	-0.00247	-0.0029	-0.00511	-0.00235	-0.001	-0.00151	-0.00059	-0.00226	-0.00088	-0.00418	0.00069	0.00026	-0.00137	-0.00089	0.00116	0.00261	-0.00103	-0.00119	0.00185	0.00055	-0.00141	-0.00064	-0.00099	-0.00154	-0.00014	0.0002	-0.00028	-0.00152	-0.00018	-0.00043	0.00093	-0.00001	0.00091	0	-0.00003	0.00011	0.00012	-0.00019	-0.00064	-0.00024	0.00048	-0.0001	-0.00028	0.00011	-0.00014	-0.00011	0.00038	0.00035	-0.00005	0.00004	0.00038	0.00041	-0.00037	-0.00016	-0.00039	0.00012	-0.00025	0.00009	-0.00021	-0.00016	-0.00017	-0.00031	0.00006	-0.00036	-0.00018	0.00016	0.00035	0.00007	-0.00003	-0.00024	0.00008	0.00013	-0.00007	0.00013	-0.0003	-0.00018	0.00006	-0.00015	-0.00007	-0.00024	-0.00002	-0.00003	0	0.0001	0.00004	-0.00002	0.00023	0.0002	0.00001	-0.00022	-0.00019	-0.00007	-0.00006	-0.00001	-0.00021	-0.00003	0	-0.00014	0.00017	0.00008	-0.0001	0.00003	0.00019	0.00006	0.00001	-0.00007	-0.00006	-0.00009	-0.00006	0.00015	0.00001	-0.00008	0.00002	-0.00009	-0.00003	0.00006	-0.00004	0.00009	-0.00009	0.00004	0.00002	-0.00004	0.00008	-0.00008	-0.00011	0.00004	0.00006	0.00003	0.0001	0.0001	0.00005	-0.00005	-0.00014	0.00002	-0.0001	0.00005	0.00008	0.0001	-0.00003	0.00007	-0.0001	-0.00004	0.00004	-0.00009	0.00002	-0.00001	-0.00008	0	-0.00004	-0.00003	-0.00004	0.00003	-0.00002	-0.00002	0.00008	0.00006	0.00006	-0.00004	0.00005	-0.00014	-0.00005	-0.00002	-0.00007	-0.00002	0.00009	-0.00003	-0.00005	0.00009	0	0.00002	0.00009	-0.00003	0.00007	-0.00004	0.00002	-0.00005	0	0.00004	-0.00006	0.00002	0.00004	0	0.00002	0.00006	-0.00002	-0.00004	-0.00005	0.00001"
"107	""Qafzeh 15 lldm2 O_bw.txt""	8.98695	""E""	0.58418	0	0	0.54485	0.0035	0.0009	0.00142	-0.00298	0.00029	-0.00171	-0.00335	0.01303	0.0021	-0.00225	-0.00385	0.00143	-0.00581	0.00065	0.00365	-0.00105	0.00043	-0.00171	0.00237	0.00034	-0.00239	0.00277	0.00006	-0.0012	0.00074	0.0003	0.00018	-0.00086	-0.00051	0.00148	-0.00073	-0.00036	0.00046	0.00008	-0.00061	0.00054	0.00026	0.00015	-0.00039	-0.00029	-0.00007	-0.00006	0.00008	0.00013	0.00052	-0.00048	-0.00017	-0.00005	0	0.00028	0.00034	-0.00011	-0.00002	-0.00047	0.00015	0.00059	0.00034	0.00036	-0.00016	-0.00034	-0.00029	-0.00018	0.00016	-0.00022	0.00012	0.00018	0	0.00046	-0.00002	0.00002	0.00002	-0.00013	-0.00015	-0.00003	-0.00014	-0.00011	0.0001	0.00005	-0.00009	0.00004	-0.00004	-0.00018	-0.00004	-0.00006	0.00008	-0.00001	0.00002	0.00001	-0.0001	-0.00002	0.00019	0.00013	0.00011	-0.00002	-0.00002	-0.00001	-0.00009	0.00001	-0.00012	-0.00009	0.00004	-0.00001	0.00003	0.00006	0.00011	0.00002	0.00015	-0.00015	-0.00002	0.00003	0	-0.00003	0.00011	0	-0.00017	0.00013	0.00003	0.00003	0	-0.00005	-0.0001	-0.00011	0.00002	0.00014	0.00001	0.00001	-0.00004	0.00006	-0.0001	0	0.00013	-0.00013	-0.00006	0.00001	0.00005	0.00005	0.00004	0.00005	-0.00008	-0.00005	-0.00007	0.00002	-0.00002	-0.00005	0.00005	0.00004	0.00004	0.00005	-0.00002	-0.00001	-0.00003	0.00001	-0.00001	0.00004	-0.00003	0.00003	0.00002	0.00002	0.00007	-0.00004	0	0.00001	0	-0.00004	0.00002	-0.00001	-0.00007	0.00004	0.00002	0.00001	0.00001	0.00002	-0.00001	-0.00003	0.00003	-0.00001	-0.00001	0.00002	0.00001	0	-0.00002	-0.00001	0	0.00004	-0.00005	0.00001	-0.00001	0.00004	-0.00001	-0.00002	0	-0.00005	-0.00004	-0.00001	-0.00001	-0.00004"
"108	""Roc de Marsal lldm2 O_CMA_EDIT_bw.txt""	7.98983	""N""	0.60377	0	0	0.52664	-0.00481	0	-0.0003	0.00726	0.01373	0.00206	0.00343	0.01041	-0.00583	-0.00347	-0.0054	0.00089	0.0022	0.00155	-0.00146	0.00046	-0.00307	-0.0031	0.00205	-0.00188	-0.00028	0.00126	0.00113	0.00226	-0.00092	-0.00084	0.00061	-0.00058	-0.00126	0.00141	-0.00069	-0.00017	-0.00024	0.00049	0.0012	-0.00004	-0.00059	0.00053	-0.00061	-0.00043	-0.00029	0.00102	-0.00007	0.00019	-0.00018	-0.00008	-0.00019	-0.00007	-0.00015	0.00053	-0.00032	0.00001	-0.0002	-0.00017	0.00013	0.00016	-0.00004	0.00018	-0.0002	-0.00014	0.00012	0.00024	0.00044	-0.00038	0.00035	0.00021	0.00025	-0.00044	0.00012	0.00018	-0.00038	0.00039	0.00061	0.0002	-0.00018	-0.00006	-0.00003	-0.00017	-0.00008	-0.00016	0.00042	-0.00003	-0.00011	0.0002	0.00006	-0.00024	-0.00003	-0.00006	0.00003	-0.00005	0.00004	0.00024	-0.00001	-0.00009	0.00028	0.00018	-0.00002	0	-0.00009	-0.00014	-0.00018	0.00011	0.00001	0.00003	0.00018	0.00009	0.00016	-0.00018	-0.00022	0.00015	0.00009	0.00009	0.00007	0.0002	0.00005	0.0002	-0.00023	0.00015	-0.00007	-0.00003	-0.00004	0.00018	-0.00005	-0.00001	0	-0.00003	-0.00021	-0.00026	0.00007	0.00003	-0.00012	-0.0001	0.00009	-0.0001	0.00013	0.0001	0.00008	0.00004	0.00011	0.00013	0.00003	-0.00007	-0.00004	0.00001	-0.00008	-0.00002	-0.00021	0.00007	0	-0.00005	0.00006	0.00006	-0.00004	-0.00015	0.00006	-0.00014	-0.00002	0	0.00003	-0.00004	0.00001	-0.00007	0.00006	0.00006	0.00007	-0.00009	-0.00016	-0.00006	0.00002	0	0.00003	-0.00008	0.00004	-0.00012	0.00009	0.00006	0.00002	-0.00001	-0.00005	0.00006	0.00001	0.00002	0.00008	-0.00002	-0.00001	-0.00003	0	-0.00002	0.00001	0.00004	-0.00007	0.00002	-0.00001	0.00003	0.00007	0"
"109	""SA 12330 lldm2_bw.txt""	8.84174	""R""	-0.59576	0	0	-0.53385	0.00116	0.00496	0.00419	-0.0015	-0.00286	-0.0063	-0.00776	-0.0229	0.00102	-0.00101	-0.00564	-0.0001	0.00682	-0.00258	0.00668	0.00471	-0.00151	-0.00038	0.00484	0.00334	0.00109	-0.00159	-0.00467	0.00154	-0.0019	0.00012	-0.00307	-0.00276	-0.00076	-0.00185	0.00283	0.00024	0.00016	-0.00073	0.00087	0.00086	-0.00076	0.00036	-0.00013	-0.00017	-0.00094	-0.00019	0.00032	0.00009	0.00022	-0.00046	-0.0011	-0.00065	-0.00011	0.00076	0.00054	-0.00046	0.00021	-0.00007	0.00116	0.00058	0.00005	0.00018	-0.00094	0.0001	0.00009	0.00046	-0.0002	-0.00044	-0.00001	-0.00023	0.00044	0.00016	0.00023	0.00024	-0.00016	0.00033	0.00003	0.00008	-0.00003	-0.00019	-0.00026	-0.00007	-0.00009	0.00006	0.00025	-0.00025	-0.00027	-0.00009	-0.00003	0.00004	0.0002	-0.00017	0.00006	-0.00018	0.00022	0.00022	-0.00002	-0.00012	-0.00032	0.00003	-0.00006	0.00001	0.00003	-0.00004	0.00002	-0.00012	0.0002	-0.00003	0	-0.00001	-0.0001	-0.00004	0.00011	0.00009	0.00006	-0.00009	-0.00006	-0.00006	-0.00003	0.00008	0.00009	0.00007	-0.00003	0.0001	0.0001	0.00005	0.00015	-0.00016	0	0.00005	-0.00002	0.00002	0.00013	0.00011	-0.00002	0.00003	0	-0.00001	-0.00003	-0.00002	0.00003	0.00005	-0.00006	0.00009	0.00003	-0.00004	0.00004	-0.00002	-0.00007	0.00003	0.00004	0.00005	-0.00003	-0.00002	-0.00005	0.00004	-0.00006	0.00003	-0.00001	-0.00008	-0.00002	0.00001	0.00009	0	0.00001	0	-0.00004	-0.00001	-0.00004	0.00004	-0.00004	-0.00001	0	-0.00004	-0.00001	0.00004	-0.00005	-0.00003	-0.00006	0.00002	-0.00001	0	0.00007	-0.00002	-0.00005	-0.00003	0.00004	0	-0.00001	0.00003	-0.00004	0	-0.00002	0.00002	0.00003	-0.00004	0.00002	-0.00002	-0.00002	-0.00001"
"110	""SA 18206 lldm2 corrected_bw.txt""	9.5776	""R""	0.60288	0	0	0.52739	0.00368	-0.00158	-0.00084	-0.00656	0.00825	-0.00111	-0.00313	0.01715	0.00589	-0.00625	-0.0064	-0.00095	-0.00182	-0.00015	0.00322	-0.00279	0.00381	-0.00509	0.00476	0.00099	0.002	0.00207	0.0009	-0.00197	0.0031	-0.00196	-0.0016	-0.00129	0.0024	0.00128	-0.00111	0.00052	0.00139	-0.00075	0.00209	0.00233	0.00007	0.00014	0.0002	0.00222	-0.00088	0.00087	0.00004	0.00086	-0.00089	0.00057	0.00086	-0.00091	-0.00042	0.00106	0.00048	-0.00108	-0.0002	0.00048	-0.0005	-0.00009	0.00039	0.00051	-0.00091	0.00012	-0.00001	0.00019	0.00008	-0.00007	0.00025	0.00002	0.00023	0.00025	0.00007	0.00016	-0.00014	0.00012	0.00038	-0.00012	-0.00033	-0.00037	0.00015	0.00005	0.00005	-0.00015	0.00023	-0.0001	0.00022	0.00029	-0.00001	0.00008	-0.00008	0.00023	0.00002	0.00019	0.00003	-0.00001	-0.00001	0.00013	0.00009	-0.00012	0.00002	0.00018	-0.00004	0.00004	0.00002	0.00005	-0.00006	0.00008	0.00008	0.00001	-0.00011	-0.00009	0.00002	-0.00004	-0.00005	-0.00008	0.00004	-0.00001	0.00009	0.00011	0.00006	-0.00007	0.00001	0.00002	0	-0.00009	-0.00019	-0.00004	0.00004	-0.00001	0.00005	0.00002	-0.00004	-0.00009	0.00012	0.00004	-0.00003	0.00001	-0.00003	0.00005	0	0.00003	0.00004	-0.00007	-0.00001	0.00001	0	-0.00006	0.00003	0.00006	-0.00001	0.00002	0	0.00001	0.00002	0.00003	0.00004	0	-0.00004	-0.00001	0.00001	0	-0.00004	-0.00003	-0.00002	-0.00002	0.00002	0.00007	-0.00002	0.00001	0.00004	0.00004	-0.00004	0	-0.00002	-0.00006	-0.00001	0.00002	-0.00005	-0.00003	-0.00002	0	0	0.00004	0.00001	0	0.00003	0	-0.00003	0	0	-0.00002	0.00001	0.00002	0.00001	0	0.00003	0	-0.00001	-0.00005"
"111	""SA 18238 ldm2 corrected flipped_bw.txt""	8.74283	""R""	0.60781	0	0	0.52275	0.0056	0.0017	0.00111	-0.00679	0.01114	0.0003	0.00056	0.01926	0.00472	-0.00121	-0.00243	0.00002	-0.00017	-0.00088	-0.00222	-0.00418	0.00057	-0.00306	-0.0015	0.00359	0.00136	-0.00022	0.00247	0.00098	0.0003	-0.00169	0.00188	-0.00289	0.00082	0.00014	-0.00156	-0.00036	0.0013	-0.00011	0.00018	0.00105	0.00029	-0.00054	0.00052	0.00069	0.00079	-0.0001	-0.00027	-0.00035	-0.00024	-0.00019	-0.00002	-0.00006	0.00044	0.00013	0.00056	0.00042	0.00003	0.00024	0.00049	-0.00016	0	0.00005	-0.00043	0.0003	0.00008	0.00003	-0.00062	0.00003	-0.00003	-0.00011	0.00013	-0.00033	0.00012	-0.00003	0.00048	-0.00001	0.00004	-0.00009	-0.00007	0.00023	-0.00001	0.00007	-0.00027	0.00011	0.00002	-0.00003	0.00007	-0.0001	-0.00001	-0.00002	0.00012	-0.00001	-0.00004	-0.00008	-0.00009	0.00013	-0.00004	0.00003	-0.00008	0.00001	-0.00006	-0.00003	0.0001	-0.00006	-0.00003	-0.00001	0.00003	0.00002	-0.00005	-0.00004	-0.00008	0.00003	-0.00004	-0.00007	-0.00012	0.00002	-0.00005	-0.00005	0.00001	0.00001	0	-0.00008	0.00011	-0.0001	-0.0001	-0.00001	0.00005	0.00004	-0.00001	0	-0.00002	0.00009	-0.00001	0.00002	-0.00001	-0.00011	-0.00005	0.00004	0.00007	-0.00001	-0.00001	-0.00003	-0.00006	0.00006	-0.00003	0.00002	-0.00008	-0.00004	-0.00004	-0.00004	0.00005	0	0.00002	-0.00002	0.00001	-0.00002	0	-0.00001	-0.00002	-0.00005	0	-0.00006	-0.00005	0.00004	0.00006	0.00002	0.00004	-0.00003	-0.00002	-0.00006	0.00005	-0.00003	0.00002	0.00005	0.00001	0.00007	0	0	0.00003	-0.00002	-0.00001	0.00001	-0.00004	0	0.00001	0	-0.00005	0.00003	0.00002	-0.00004	-0.00001	-0.00006	0.00001	0.00001	0.00008	-0.00003	0.00002	0.00001	0.00007	0.00006"
